incident_id,timestamp_reported,state,district,nearest_city_town,latitude,longitude,incident_category,incident_type,severity_level,incident_status,reporting_agency,response_time_minutes,fatalities_count,injuries_count,estimated_affected_population,est_financial_loss_lakh_inr,road_highway_affected,ndrf_sdrf_deployed,action_taken
INC-NER-2026-0050,2026-08-23 06:10:40,Assam,Kamrup Metropolitan,Guwahati,26.1444,91.74824,Civic & Public Safety,Industrial Chemical Spill / Fire Incident,Moderate (Level 2),Resolved / Cleared,Police Integrated Control Room,113,0,0,22,4.74,NH-10,No,Emergency crews dispatched to Guwahati for immediate industrial chemical spill / fire incident containment and traffic rerouting.
INC-NER-2026-0027,2026-08-23 05:56:28,Sikkim,South Sikkim,Namchi,27.17763,88.35961,Geological & Earth Hazards,Minor Tremor / Seismic Activity,Moderate (Level 2),Emergency Response Dispatched,Police Integrated Control Room,11,0,0,39,0.1,NH-37,No,Emergency crews dispatched to Namchi for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0198,2026-08-23 05:31:05,Arunachal Pradesh,East Siang,Pasighat,28.0685,95.31868,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Low (Level 1),Under Assessment,Citizen Telemetry App,79,0,0,34,4.73,NH-102,No,Emergency crews dispatched to Pasighat for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0243,2026-08-23 05:29:19,Meghalaya,West Garo Hills,Tura,25.52008,90.20637,Traffic & Infrastructure,National Highway Road Blockade,High (Level 3),Reported / Triaged,Police Integrated Control Room,73,0,0,369,9.91,NH-08,Yes,Emergency crews dispatched to Tura for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0146,2026-08-23 05:20:23,Arunachal Pradesh,Tawang,Tawang,27.59646,91.86807,Hydro-Meteorological,Major Landslide / Slope Failure,High (Level 3),Resolved / Cleared,Forest Department Radar,100,0,1,421,9.74,NH-08,Yes,Emergency crews dispatched to Tawang for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0279,2026-08-23 05:08:05,Assam,Dima Hasao,Haflong,25.17552,93.02968,Hydro-Meteorological,Major Landslide / Slope Failure,High (Level 3),Mitigation In Progress,SDRF Telemetry,35,0,0,436,3.05,None / N/A,Yes,Emergency crews dispatched to Haflong for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0026,2026-08-23 05:05:42,Assam,Kamrup Metropolitan,Guwahati,26.14741,91.73435,Hydro-Meteorological,Flash Flood / River Water Inundation,Low (Level 1),Emergency Response Dispatched,Forest Department Radar,20,0,0,20,4.57,NH-10,No,Emergency crews dispatched to Guwahati for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0135,2026-08-23 04:46:23,Manipur,Ukhrul,Ukhrul,25.12039,94.36118,Hydro-Meteorological,River Bank Erosion,Critical (Level 4),Reported / Triaged,Border Roads Organisation (BRO),106,2,2,2245,17.39,NH-37,Yes,Emergency crews dispatched to Ukhrul for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0184,2026-08-23 04:19:37,Assam,Kamrup Metropolitan,Guwahati,26.14162,91.7464,Hydro-Meteorological,River Bank Erosion,Critical (Level 4),Mitigation In Progress,Police Integrated Control Room,11,1,12,2139,244.73,NH-10,Yes,Emergency crews dispatched to Guwahati for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0073,2026-08-23 03:51:14,Manipur,Ukhrul,Ukhrul,25.11577,94.36822,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Moderate (Level 2),Emergency Response Dispatched,Police Integrated Control Room,27,0,0,46,4.74,NH-37,No,Emergency crews dispatched to Ukhrul for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0074,2026-08-23 03:34:32,Sikkim,North Sikkim,Mangan,27.51818,88.53485,Hydro-Meteorological,Cyclone / Violent Wind Damage,Moderate (Level 2),Reported / Triaged,SDRF Telemetry,60,0,0,18,3.74,NH-29,No,Emergency crews dispatched to Mangan for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0071,2026-08-23 03:31:34,Manipur,Imphal West,Imphal,24.82769,93.92682,Hydro-Meteorological,Major Landslide / Slope Failure,Critical (Level 4),Emergency Response Dispatched,Border Roads Organisation (BRO),114,0,2,268,102.48,State Highway,Yes,Emergency crews dispatched to Imphal for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0333,2026-08-23 03:05:02,Assam,Golaghat,Kaziranga,26.5653,93.17719,Hydro-Meteorological,Major Landslide / Slope Failure,Critical (Level 4),Reported / Triaged,Police Integrated Control Room,87,0,2,2203,229.45,NH-08,Yes,Emergency crews dispatched to Kaziranga for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0268,2026-08-23 02:55:02,Assam,Dibrugarh,Dibrugarh,27.48069,94.90074,Hydro-Meteorological,Major Landslide / Slope Failure,Critical (Level 4),Resolved / Cleared,Forest Department Radar,51,0,0,3145,201.23,None / N/A,Yes,Emergency crews dispatched to Dibrugarh for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0061,2026-08-23 02:30:21,Manipur,Tengnoupal,Moreh,24.23612,94.29401,Hydro-Meteorological,Cyclone / Violent Wind Damage,Low (Level 1),Under Assessment,Citizen Telemetry App,57,0,0,45,4.74,NH-10,No,Emergency crews dispatched to Moreh for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0226,2026-08-23 02:27:06,Nagaland,Kohima,Kohima,25.66519,94.09582,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,High (Level 3),Mitigation In Progress,Forest Department Radar,88,0,0,401,28.12,NH-10,Yes,Emergency crews dispatched to Kohima for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0112,2026-08-23 02:08:12,Assam,Sonitpur,Tezpur,26.63751,92.81453,Traffic & Infrastructure,Communication Fiber Cut,Low (Level 1),Reported / Triaged,Citizen Telemetry App,95,0,0,15,3.88,NH-102,No,Emergency crews dispatched to Tezpur for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0121,2026-08-23 01:12:37,Sikkim,North Sikkim,Mangan,27.50634,88.53944,Geological & Earth Hazards,Minor Tremor / Seismic Activity,High (Level 3),Resolved / Cleared,State Disaster Management Authority (SDMA),21,0,0,264,10.32,None / N/A,Yes,Emergency crews dispatched to Mangan for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0248,2026-08-23 00:57:03,Arunachal Pradesh,Papum Pare,Itanagar,27.0869,93.61114,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Moderate (Level 2),Reported / Triaged,SDRF Telemetry,59,0,0,25,1.28,NH-102,No,Emergency crews dispatched to Itanagar for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0140,2026-08-23 00:47:53,Nagaland,Dimapur,Dimapur,25.92064,93.73709,Hydro-Meteorological,Cyclone / Violent Wind Damage,Low (Level 1),Reported / Triaged,Citizen Telemetry App,96,0,0,41,2.94,NH-10,No,Emergency crews dispatched to Dimapur for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0186,2026-08-23 00:33:50,Manipur,Ukhrul,Ukhrul,25.1176,94.37681,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Moderate (Level 2),Mitigation In Progress,Border Roads Organisation (BRO),50,0,0,23,3.95,NH-29,No,Emergency crews dispatched to Ukhrul for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0101,2026-08-23 00:29:36,Tripura,Gomati,Udaipur,23.53628,91.48173,Hydro-Meteorological,River Bank Erosion,Moderate (Level 2),Reported / Triaged,NDRF Control Room,55,0,0,32,1.05,NH-29,No,Emergency crews dispatched to Udaipur for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0242,2026-08-23 00:26:49,Meghalaya,West Garo Hills,Tura,25.51818,90.20408,Geological & Earth Hazards,Minor Tremor / Seismic Activity,Moderate (Level 2),Under Assessment,Police Integrated Control Room,25,0,0,20,3.77,None / N/A,No,Emergency crews dispatched to Tura for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0236,2026-08-23 00:03:00,Nagaland,Mokokchung,Mokokchung,26.31798,94.51501,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,High (Level 3),Resolved / Cleared,Police Integrated Control Room,12,0,3,106,27.92,NH-27,Yes,Emergency crews dispatched to Mokokchung for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0065,2026-08-22 23:46:08,Assam,Dibrugarh,Dibrugarh,27.47412,94.90247,Geological & Earth Hazards,Minor Tremor / Seismic Activity,High (Level 3),Reported / Triaged,Border Roads Organisation (BRO),86,0,1,77,27.36,None / N/A,Yes,Emergency crews dispatched to Dibrugarh for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0307,2026-08-22 23:44:11,Meghalaya,West Garo Hills,Tura,25.51763,90.20381,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,High (Level 3),Mitigation In Progress,Border Roads Organisation (BRO),29,0,3,478,13.13,NH-37,Yes,Emergency crews dispatched to Tura for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0136,2026-08-22 23:37:46,Assam,Golaghat,Kaziranga,26.58659,93.1711,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Low (Level 1),Emergency Response Dispatched,Citizen Telemetry App,88,0,0,26,2.14,NH-102,No,Emergency crews dispatched to Kaziranga for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0088,2026-08-22 23:01:34,Assam,Dima Hasao,Haflong,25.16257,93.00275,Hydro-Meteorological,River Bank Erosion,Moderate (Level 2),Emergency Response Dispatched,Forest Department Radar,102,0,0,36,2.17,NH-29,No,Emergency crews dispatched to Haflong for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0231,2026-08-22 22:22:05,Manipur,Tengnoupal,Moreh,24.23352,94.31069,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Critical (Level 4),Mitigation In Progress,Forest Department Radar,56,0,2,1526,203.08,NH-27,Yes,Emergency crews dispatched to Moreh for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0194,2026-08-22 21:42:13,Assam,Dima Hasao,Haflong,25.16786,93.00406,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Moderate (Level 2),Under Assessment,Citizen Telemetry App,35,0,0,43,1.28,NH-08,No,Emergency crews dispatched to Haflong for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0124,2026-08-22 21:20:09,Nagaland,Mokokchung,Mokokchung,26.31621,94.52198,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Critical (Level 4),Resolved / Cleared,Citizen Telemetry App,38,2,2,2698,150.12,NH-29,Yes,Emergency crews dispatched to Mokokchung for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0165,2026-08-22 21:06:05,Nagaland,Kohima,Kohima,25.68206,94.09542,Traffic & Infrastructure,National Highway Road Blockade,Moderate (Level 2),Emergency Response Dispatched,SDRF Telemetry,104,0,0,27,4.28,NH-27,No,Emergency crews dispatched to Kohima for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0013,2026-08-22 20:55:09,Arunachal Pradesh,Tawang,Tawang,27.59596,91.85442,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,High (Level 3),Emergency Response Dispatched,SDRF Telemetry,47,0,6,424,7.92,NH-27,Yes,Emergency crews dispatched to Tawang for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0016,2026-08-22 20:33:02,Assam,Golaghat,Kaziranga,26.57415,93.1807,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Critical (Level 4),Emergency Response Dispatched,NDRF Control Room,102,5,25,1588,244.56,NH-27,Yes,Emergency crews dispatched to Kaziranga for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0092,2026-08-22 20:18:07,Manipur,Tengnoupal,Moreh,24.21988,94.30228,Hydro-Meteorological,Flash Flood / River Water Inundation,Moderate (Level 2),Under Assessment,NDRF Control Room,33,0,0,28,4.57,NH-29,No,Emergency crews dispatched to Moreh for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0328,2026-08-22 19:47:35,Manipur,Ukhrul,Ukhrul,25.10194,94.37542,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,Moderate (Level 2),Mitigation In Progress,Border Roads Organisation (BRO),72,0,0,20,3.67,NH-29,No,Emergency crews dispatched to Ukhrul for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0273,2026-08-22 19:47:17,Mizoram,Champhai,Champhai,23.46018,93.3198,Traffic & Infrastructure,Rail Line Submersion / Debris Clearance,Low (Level 1),Emergency Response Dispatched,State Disaster Management Authority (SDMA),8,0,0,10,4.94,None / N/A,No,Emergency crews dispatched to Champhai for immediate rail line submersion / debris clearance containment and traffic rerouting.
INC-NER-2026-0042,2026-08-22 19:43:54,Tripura,North Tripura,Dharmanagar,24.38749,92.17283,Hydro-Meteorological,Major Landslide / Slope Failure,High (Level 3),Under Assessment,Police Integrated Control Room,64,0,0,132,6.43,NH-37,Yes,Emergency crews dispatched to Dharmanagar for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0258,2026-08-22 19:42:16,Meghalaya,West Garo Hills,Tura,25.51235,90.20927,Hydro-Meteorological,River Bank Erosion,High (Level 3),Under Assessment,Police Integrated Control Room,70,0,1,197,26.32,NH-29,Yes,Emergency crews dispatched to Tura for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0096,2026-08-22 19:10:12,Sikkim,South Sikkim,Namchi,27.18003,88.35357,Civic & Public Safety,Public Protests / Road Blockade Demonstration,Moderate (Level 2),Reported / Triaged,Citizen Telemetry App,62,0,0,41,4.32,NH-10,No,Emergency crews dispatched to Namchi for immediate public protests / road blockade demonstration containment and traffic rerouting.
INC-NER-2026-0349,2026-08-22 19:06:35,Mizoram,Lunglei,Lunglei,22.88735,92.72072,Traffic & Infrastructure,Bridge Submersion / Structural Washout,High (Level 3),Emergency Response Dispatched,State Disaster Management Authority (SDMA),16,0,0,367,15.21,NH-10,Yes,Emergency crews dispatched to Lunglei for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0181,2026-08-22 18:59:18,Nagaland,Kohima,Kohima,25.6781,94.09785,Hydro-Meteorological,Flash Flood / River Water Inundation,High (Level 3),Reported / Triaged,State Disaster Management Authority (SDMA),97,0,0,155,13.44,NH-29,Yes,Emergency crews dispatched to Kohima for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0044,2026-08-22 18:51:46,Assam,Dima Hasao,Haflong,25.17639,93.02377,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Catastrophic (Level 5),Under Assessment,State Disaster Management Authority (SDMA),102,0,12,2825,41.87,NH-102,Yes,Emergency crews dispatched to Haflong for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0306,2026-08-22 18:33:19,Tripura,West Tripura,Agartala,23.82938,91.29927,Traffic & Infrastructure,Communication Fiber Cut,Moderate (Level 2),Under Assessment,Citizen Telemetry App,66,0,0,29,2.16,State Highway,No,Emergency crews dispatched to Agartala for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0169,2026-08-22 17:12:15,Nagaland,Kohima,Kohima,25.67824,94.09416,Civic & Public Safety,Border Checkpost Delay / Traffic Snarl,High (Level 3),Mitigation In Progress,Citizen Telemetry App,64,0,3,27,14.18,NH-29,Yes,Emergency crews dispatched to Kohima for immediate border checkpost delay / traffic snarl containment and traffic rerouting.
INC-NER-2026-0149,2026-08-22 15:25:40,Arunachal Pradesh,East Siang,Pasighat,28.06818,95.31164,Hydro-Meteorological,River Bank Erosion,Moderate (Level 2),Under Assessment,Border Roads Organisation (BRO),67,0,0,8,1.21,State Highway,No,Emergency crews dispatched to Pasighat for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0263,2026-08-22 14:55:21,Arunachal Pradesh,Papum Pare,Itanagar,27.07724,93.60029,Traffic & Infrastructure,Communication Fiber Cut,Low (Level 1),Resolved / Cleared,SDRF Telemetry,27,0,0,42,2.87,NH-102,No,Emergency crews dispatched to Itanagar for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0070,2026-08-22 14:48:46,Assam,Golaghat,Kaziranga,26.57297,93.16922,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,Moderate (Level 2),Resolved / Cleared,Police Integrated Control Room,49,0,0,10,1.58,NH-10,No,Emergency crews dispatched to Kaziranga for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0196,2026-08-22 12:58:38,Arunachal Pradesh,Tawang,Tawang,27.58783,91.86547,Hydro-Meteorological,Flash Flood / River Water Inundation,Moderate (Level 2),Resolved / Cleared,Border Roads Organisation (BRO),102,0,0,3,1.5,NH-10,No,Emergency crews dispatched to Tawang for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0029,2026-08-22 12:49:53,Tripura,North Tripura,Dharmanagar,24.36394,92.16861,Traffic & Infrastructure,Rail Line Submersion / Debris Clearance,Low (Level 1),Emergency Response Dispatched,Police Integrated Control Room,16,0,0,43,2.82,NH-102,No,Emergency crews dispatched to Dharmanagar for immediate rail line submersion / debris clearance containment and traffic rerouting.
INC-NER-2026-0077,2026-08-22 12:29:51,Tripura,North Tripura,Dharmanagar,24.37821,92.16815,Traffic & Infrastructure,Rail Line Submersion / Debris Clearance,Moderate (Level 2),Resolved / Cleared,Border Roads Organisation (BRO),77,0,0,36,0.27,NH-29,No,Emergency crews dispatched to Dharmanagar for immediate rail line submersion / debris clearance containment and traffic rerouting.
INC-NER-2026-0067,2026-08-22 12:07:55,Sikkim,East Sikkim,Gangtok,27.34375,88.60059,Hydro-Meteorological,River Bank Erosion,High (Level 3),Emergency Response Dispatched,Police Integrated Control Room,94,0,0,220,5.77,NH-08,Yes,Emergency crews dispatched to Gangtok for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0033,2026-08-22 11:41:01,Assam,Dima Hasao,Haflong,25.17652,93.01036,Geological & Earth Hazards,Subsidence / Ground Cracking,Low (Level 1),Mitigation In Progress,Border Roads Organisation (BRO),99,0,0,24,2.36,NH-29,No,Emergency crews dispatched to Haflong for immediate subsidence / ground cracking containment and traffic rerouting.
INC-NER-2026-0108,2026-08-22 11:33:50,Mizoram,Aizawl,Aizawl,23.73536,92.73246,Geological & Earth Hazards,Minor Tremor / Seismic Activity,Moderate (Level 2),Under Assessment,NDRF Control Room,44,0,0,26,2.06,NH-37,No,Emergency crews dispatched to Aizawl for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0142,2026-08-22 10:58:05,Manipur,Ukhrul,Ukhrul,25.11373,94.38117,Geological & Earth Hazards,Minor Tremor / Seismic Activity,High (Level 3),Mitigation In Progress,State Disaster Management Authority (SDMA),33,0,1,448,9.05,NH-27,Yes,Emergency crews dispatched to Ukhrul for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0204,2026-08-22 10:52:18,Assam,Dibrugarh,Dibrugarh,27.46462,94.90015,Traffic & Infrastructure,Communication Fiber Cut,Moderate (Level 2),Emergency Response Dispatched,Forest Department Radar,56,0,0,3,3.16,NH-27,No,Emergency crews dispatched to Dibrugarh for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0286,2026-08-22 10:38:00,Tripura,Gomati,Udaipur,23.52382,91.47653,Traffic & Infrastructure,National Highway Road Blockade,Moderate (Level 2),Emergency Response Dispatched,Border Roads Organisation (BRO),57,0,0,37,2.17,None / N/A,No,Emergency crews dispatched to Udaipur for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0347,2026-08-22 09:30:28,Manipur,Churachandpur,Churachandpur,24.33759,93.67421,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,Low (Level 1),Mitigation In Progress,State Disaster Management Authority (SDMA),20,0,0,4,4.72,NH-29,No,Emergency crews dispatched to Churachandpur for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0320,2026-08-22 09:30:25,Manipur,Ukhrul,Ukhrul,25.13138,94.37809,Hydro-Meteorological,Cyclone / Violent Wind Damage,Moderate (Level 2),Mitigation In Progress,Police Integrated Control Room,106,0,0,47,3.31,State Highway,No,Emergency crews dispatched to Ukhrul for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0038,2026-08-22 09:08:57,Manipur,Churachandpur,Churachandpur,24.33985,93.68494,Traffic & Infrastructure,National Highway Road Blockade,High (Level 3),Reported / Triaged,NDRF Control Room,9,0,1,205,15.77,NH-27,Yes,Emergency crews dispatched to Churachandpur for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0350,2026-08-22 09:02:38,Meghalaya,East Khasi Hills,Cherrapunji,25.2846,91.72117,Hydro-Meteorological,Cyclone / Violent Wind Damage,Moderate (Level 2),Emergency Response Dispatched,Border Roads Organisation (BRO),8,0,0,25,1.62,NH-27,No,Emergency crews dispatched to Cherrapunji for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0075,2026-08-22 08:36:46,Arunachal Pradesh,Papum Pare,Itanagar,27.09658,93.61011,Civic & Public Safety,Public Protests / Road Blockade Demonstration,Moderate (Level 2),Emergency Response Dispatched,Police Integrated Control Room,46,0,0,5,0.2,State Highway,No,Emergency crews dispatched to Itanagar for immediate public protests / road blockade demonstration containment and traffic rerouting.
INC-NER-2026-0202,2026-08-22 07:35:45,Assam,Jorhat,Jorhat,26.75688,94.20751,Hydro-Meteorological,River Bank Erosion,High (Level 3),Under Assessment,Forest Department Radar,106,0,0,272,9.91,NH-27,Yes,Emergency crews dispatched to Jorhat for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0190,2026-08-22 07:25:25,Tripura,North Tripura,Dharmanagar,24.36942,92.17252,Civic & Public Safety,Public Protests / Road Blockade Demonstration,Critical (Level 4),Mitigation In Progress,Border Roads Organisation (BRO),67,1,0,824,80.48,NH-27,Yes,Emergency crews dispatched to Dharmanagar for immediate public protests / road blockade demonstration containment and traffic rerouting.
INC-NER-2026-0254,2026-08-22 07:24:21,Arunachal Pradesh,Papum Pare,Itanagar,27.07355,93.60415,Traffic & Infrastructure,Communication Fiber Cut,Low (Level 1),Under Assessment,State Disaster Management Authority (SDMA),96,0,0,13,2.4,NH-27,No,Emergency crews dispatched to Itanagar for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0103,2026-08-22 07:22:08,Manipur,Churachandpur,Churachandpur,24.32386,93.69639,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,Low (Level 1),Reported / Triaged,State Disaster Management Authority (SDMA),104,0,0,16,2.85,NH-27,No,Emergency crews dispatched to Churachandpur for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0297,2026-08-22 07:07:07,Arunachal Pradesh,East Siang,Pasighat,28.06096,95.32386,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Critical (Level 4),Reported / Triaged,SDRF Telemetry,117,0,5,1097,46.58,NH-102,Yes,Emergency crews dispatched to Pasighat for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0097,2026-08-22 06:43:55,Meghalaya,West Garo Hills,Tura,25.51501,90.20206,Traffic & Infrastructure,Communication Fiber Cut,High (Level 3),Mitigation In Progress,Citizen Telemetry App,22,0,0,133,16.59,State Highway,Yes,Emergency crews dispatched to Tura for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0087,2026-08-22 06:35:05,Mizoram,Aizawl,Aizawl,23.71843,92.703,Civic & Public Safety,Industrial Chemical Spill / Fire Incident,Low (Level 1),Reported / Triaged,State Disaster Management Authority (SDMA),104,0,0,23,2.9,State Highway,No,Emergency crews dispatched to Aizawl for immediate industrial chemical spill / fire incident containment and traffic rerouting.
INC-NER-2026-0251,2026-08-22 06:16:29,Manipur,Imphal West,Imphal,24.80741,93.93383,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,Moderate (Level 2),Mitigation In Progress,Border Roads Organisation (BRO),41,0,0,9,3.69,None / N/A,No,Emergency crews dispatched to Imphal for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0107,2026-08-22 05:58:15,Arunachal Pradesh,East Siang,Pasighat,28.0684,95.32179,Environmental & Wildlife,Poaching Counter-Operation,Moderate (Level 2),Under Assessment,Police Integrated Control Room,24,0,0,49,3.1,NH-27,No,Emergency crews dispatched to Pasighat for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0189,2026-08-22 05:51:08,Tripura,West Tripura,Agartala,23.82567,91.30116,Hydro-Meteorological,Flash Flood / River Water Inundation,Low (Level 1),Reported / Triaged,Forest Department Radar,52,0,0,25,4.23,None / N/A,No,Emergency crews dispatched to Agartala for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0030,2026-08-22 05:06:01,Meghalaya,Ri-Bhoi,Nongpoh,25.91336,91.86542,Civic & Public Safety,Industrial Chemical Spill / Fire Incident,Moderate (Level 2),Reported / Triaged,Border Roads Organisation (BRO),16,0,0,14,3.5,State Highway,No,Emergency crews dispatched to Nongpoh for immediate industrial chemical spill / fire incident containment and traffic rerouting.
INC-NER-2026-0056,2026-08-22 04:57:24,Nagaland,Mokokchung,Mokokchung,26.3328,94.52417,Hydro-Meteorological,Major Landslide / Slope Failure,High (Level 3),Resolved / Cleared,State Disaster Management Authority (SDMA),50,0,3,374,16.54,State Highway,Yes,Emergency crews dispatched to Mokokchung for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0095,2026-08-22 02:44:23,Meghalaya,East Khasi Hills,Shillong,25.59294,91.90277,Hydro-Meteorological,Major Landslide / Slope Failure,Critical (Level 4),Under Assessment,Forest Department Radar,20,0,0,2682,129.03,State Highway,Yes,Emergency crews dispatched to Shillong for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0290,2026-08-22 02:16:12,Arunachal Pradesh,Tawang,Tawang,27.58214,91.86775,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Moderate (Level 2),Resolved / Cleared,Police Integrated Control Room,21,0,0,8,0.76,NH-08,No,Emergency crews dispatched to Tawang for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0183,2026-08-22 01:59:53,Arunachal Pradesh,West Kameng,Dirang,27.36484,92.22894,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,Moderate (Level 2),Emergency Response Dispatched,Border Roads Organisation (BRO),79,0,0,33,1.47,NH-27,No,Emergency crews dispatched to Dirang for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0086,2026-08-22 01:59:25,Arunachal Pradesh,West Kameng,Dirang,27.34407,92.22232,Traffic & Infrastructure,Rail Line Submersion / Debris Clearance,Low (Level 1),Mitigation In Progress,Police Integrated Control Room,10,0,0,17,0.8,NH-10,No,Emergency crews dispatched to Dirang for immediate rail line submersion / debris clearance containment and traffic rerouting.
INC-NER-2026-0319,2026-08-22 01:58:26,Manipur,Ukhrul,Ukhrul,25.13048,94.36295,Geological & Earth Hazards,Rockfall / Debris Flow on Highway,High (Level 3),Mitigation In Progress,Forest Department Radar,42,0,0,212,27.63,State Highway,Yes,Emergency crews dispatched to Ukhrul for immediate rockfall / debris flow on highway containment and traffic rerouting.
