waybill_tracking_id,dispatch_timestamp,estimated_delivery_timestamp,actual_delivery_timestamp,state,district,delivery_hub_city,destination_pincode,logistics_partner,cargo_category,package_weight_kg,declared_value_inr,delivery_mode,delivery_status,payment_mode,otp_verification_status,delay_reason_if_any,last_mile_distance_km,customer_rating_score
DEL-NER-2026-000168,2026-08-24 19:30:00,2026-08-25 09:30:00,Pending,Mizoram,Lunglei,Lunglei,796673,ExpressBees,Auto Spare Parts & Industrial Tools,3.53,18986.47,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,5.6,N/A
DEL-NER-2026-000136,2026-08-24 19:30:00,2026-08-26 04:30:00,Pending,Nagaland,Kohima,Kohima,797946,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),13.13,11682.28,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,15.5,N/A
DEL-NER-2026-000152,2026-08-24 19:30:00,2026-08-25 11:30:00,Pending,Assam,Jorhat,Jorhat,781664,DTDC Express,Government / Official Documents,1.23,3918.73,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,27.7,N/A
DEL-NER-2026-000204,2026-08-24 19:30:00,2026-08-25 12:30:00,Pending,Mizoram,Lunglei,Lunglei,796448,Delhivery,Apparel & Fashion,2.12,2088.05,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,22.7,N/A
DEL-NER-2026-000428,2026-08-24 19:30:00,2026-08-25 17:30:00,Pending,Sikkim,South Sikkim,Namchi,737294,Amazon Logistics (NER),Essential Medicines & Medical Supplies,3.58,5008.78,Drone Delivery (Medicines/High Altitude),Delayed - Landslide / Road Blockade,Cash on Delivery (COD),N/A,Landslide / Highway Blockade,26.7,N/A
DEL-NER-2026-000043,2026-08-24 18:30:00,2026-08-25 23:30:00,Pending,Assam,Cachar,Silchar,781564,Blue Dart / DHL,E-Commerce Consumer Electronics,6.96,62013.61,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,13.8,N/A
DEL-NER-2026-000250,2026-08-24 18:30:00,2026-08-25 02:30:00,2026-08-25 02:30:00,Arunachal Pradesh,East Siang,Pasighat,791624,Amazon Logistics (NER),Apparel & Fashion,0.95,4402.72,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,7.9,3.9
DEL-NER-2026-000072,2026-08-24 18:30:00,2026-08-26 02:30:00,Pending,Assam,Sonitpur,Tezpur,781823,Flipkart Ekart,Apparel & Fashion,0.41,528.47,Two-Wheeler / Bike Express,Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,15.1,N/A
DEL-NER-2026-000174,2026-08-24 18:30:00,2026-08-25 03:30:00,Pending,Sikkim,East Sikkim,Gangtok,737326,Shadowfax,E-Commerce Consumer Electronics,6.05,41687.92,Electric Cargo 3-Wheeler,Held at Hub - Inner Line Permit / Customs Check,Cash on Delivery (COD),N/A,Inner Line Permit Verification,22.8,N/A
DEL-NER-2026-000100,2026-08-24 18:30:00,2026-08-26 04:30:00,Pending,Assam,Sonitpur,Tezpur,781837,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),7.66,12725.09,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,28.8,N/A
DEL-NER-2026-000080,2026-08-24 18:30:00,2026-08-25 03:30:00,Pending,Nagaland,Kohima,Kohima,797718,India Post (Speed Post),Apparel & Fashion,2.43,2869.57,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,13.2,N/A
DEL-NER-2026-000326,2026-08-24 17:30:00,2026-08-26 04:30:00,Pending,Meghalaya,West Garo Hills,Tura,793208,Shadowfax,E-Commerce Consumer Electronics,3.04,43935.01,Foot Courier (Hill Stairs / Remote Village),In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,24.1,N/A
DEL-NER-2026-000485,2026-08-24 17:30:00,2026-08-25 02:30:00,Pending,Sikkim,South Sikkim,Namchi,737872,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,16.63,20108.26,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,14.9,N/A
DEL-NER-2026-000203,2026-08-24 17:30:00,2026-08-26 01:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791477,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),6.82,7479.01,Electric Cargo 3-Wheeler,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,26.1,N/A
DEL-NER-2026-000267,2026-08-24 17:30:00,2026-08-26 00:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791762,Shadowfax,Essential Medicines & Medical Supplies,1.63,8083.33,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,16.2,N/A
DEL-NER-2026-000384,2026-08-24 17:30:00,2026-08-25 03:30:00,Pending,Tripura,West Tripura,Agartala,799616,DTDC Express,Essential Medicines & Medical Supplies,3.93,8896.62,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,20.9,N/A
DEL-NER-2026-000394,2026-08-24 17:30:00,2026-08-25 22:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781562,Delhivery,FMCG & Groceries,7.95,12931.24,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,16.0,N/A
DEL-NER-2026-000448,2026-08-24 16:30:00,2026-08-24 22:30:00,2026-08-24 22:30:00,Assam,Sonitpur,Tezpur,781729,DTDC Express,E-Commerce Consumer Electronics,5.9,7906.44,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,29.6,4.4
DEL-NER-2026-000268,2026-08-24 16:30:00,2026-08-25 13:30:00,Pending,Nagaland,Dimapur,Dimapur,797136,ExpressBees,Apparel & Fashion,2.18,969.09,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,30.3,N/A
DEL-NER-2026-000208,2026-08-24 16:30:00,2026-08-25 04:30:00,Pending,Assam,Sonitpur,Tezpur,781451,Flipkart Ekart,Handicrafts & Organic NE Produce (Outbound),8.88,15719.73,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Pay on Delivery (UPI QR),N/A,None,11.6,N/A
DEL-NER-2026-000449,2026-08-24 16:30:00,2026-08-26 01:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781901,Delhivery,Apparel & Fashion,1.01,1707.82,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,12.6,N/A
DEL-NER-2026-000300,2026-08-24 16:30:00,2026-08-25 08:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791611,DTDC Express,E-Commerce Consumer Electronics,4.88,57607.83,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,1.4,N/A
DEL-NER-2026-000311,2026-08-24 16:30:00,2026-08-25 01:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791697,Shadowfax,Handicrafts & Organic NE Produce (Outbound),7.89,8948.47,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,6.6,N/A
DEL-NER-2026-000207,2026-08-24 16:30:00,2026-08-25 03:30:00,Pending,Sikkim,East Sikkim,Gangtok,737520,Flipkart Ekart,Auto Spare Parts & Industrial Tools,24.4,9017.24,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,27.5,N/A
DEL-NER-2026-000299,2026-08-24 16:30:00,2026-08-25 11:30:00,Pending,Manipur,Churachandpur,Churachandpur,795461,DTDC Express,Auto Spare Parts & Industrial Tools,12.14,8991.84,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,6.7,N/A
DEL-NER-2026-000364,2026-08-24 16:30:00,2026-08-25 15:30:00,Pending,Assam,Cachar,Silchar,781808,Shadowfax,FMCG & Groceries,19.32,4073.73,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,27.4,N/A
DEL-NER-2026-000011,2026-08-24 16:30:00,2026-08-25 19:30:00,Pending,Nagaland,Dimapur,Dimapur,797694,ExpressBees,Essential Medicines & Medical Supplies,3.74,6950.55,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,19.4,N/A
DEL-NER-2026-000242,2026-08-24 16:30:00,2026-08-25 14:30:00,Pending,Manipur,Imphal West,Imphal,795836,India Post (Speed Post),Auto Spare Parts & Industrial Tools,7.04,20078.7,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,15.7,N/A
DEL-NER-2026-000013,2026-08-24 16:30:00,2026-08-25 13:30:00,Pending,Sikkim,South Sikkim,Namchi,737571,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),12.25,12060.58,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,8.5,N/A
DEL-NER-2026-000336,2026-08-24 16:30:00,2026-08-25 06:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791931,Shadowfax,Government / Official Documents,0.91,3689.96,Electric Cargo 3-Wheeler,Delayed - Weather / Heavy Rainfall,Pay on Delivery (UPI QR),N/A,Heavy Rain / Inundation,30.2,N/A
DEL-NER-2026-000421,2026-08-24 15:30:00,2026-08-24 17:30:00,2026-08-24 17:30:00,Mizoram,Aizawl,Aizawl,796314,Amazon Logistics (NER),Government / Official Documents,0.86,1806.56,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,3.1,3.6
DEL-NER-2026-000354,2026-08-24 15:30:00,2026-08-25 01:30:00,Pending,Meghalaya,West Garo Hills,Tura,793323,Amazon Logistics (NER),Auto Spare Parts & Industrial Tools,19.33,11309.27,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,2.5,N/A
DEL-NER-2026-000420,2026-08-24 15:30:00,2026-08-25 21:30:00,Pending,Manipur,Imphal West,Imphal,795895,India Post (Speed Post),Government / Official Documents,1.54,3249.34,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,27.1,N/A
DEL-NER-2026-000057,2026-08-24 15:30:00,2026-08-25 16:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781287,India Post (Speed Post),Apparel & Fashion,1.73,1032.46,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,16.7,N/A
DEL-NER-2026-000324,2026-08-24 15:30:00,2026-08-26 02:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791640,Shadowfax,Government / Official Documents,1.12,1203.81,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,6.6,N/A
DEL-NER-2026-000319,2026-08-24 15:30:00,2026-08-25 20:30:00,Pending,Sikkim,South Sikkim,Namchi,737839,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,1.79,20204.19,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,18.7,N/A
DEL-NER-2026-000169,2026-08-24 15:30:00,2026-08-25 06:30:00,Pending,Sikkim,East Sikkim,Gangtok,737472,Flipkart Ekart,Government / Official Documents,1.08,2632.53,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,23.6,N/A
DEL-NER-2026-000007,2026-08-24 15:30:00,2026-08-24 20:30:00,2026-08-24 20:30:00,Assam,Jorhat,Jorhat,781439,Shadowfax,Essential Medicines & Medical Supplies,2.91,12084.5,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,29.2,3.8
DEL-NER-2026-000273,2026-08-24 15:30:00,2026-08-25 12:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791510,Delhivery,E-Commerce Consumer Electronics,1.23,51844.22,Foot Courier (Hill Stairs / Remote Village),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,22.7,N/A
DEL-NER-2026-000345,2026-08-24 15:30:00,2026-08-25 04:30:00,Pending,Mizoram,Lunglei,Lunglei,796785,Blue Dart / DHL,FMCG & Groceries,15.85,19396.89,Light Commercial Pickup Truck (Bolero / Ace),Held at Hub - Inner Line Permit / Customs Check,Cash on Delivery (COD),N/A,Inner Line Permit Verification,7.6,N/A
DEL-NER-2026-000102,2026-08-24 15:30:00,2026-08-24 23:30:00,2026-08-24 23:30:00,Sikkim,South Sikkim,Namchi,737151,India Post (Speed Post),Handicrafts & Organic NE Produce (Outbound),11.12,5816.0,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,22.4,4.1
DEL-NER-2026-000038,2026-08-24 15:30:00,2026-08-24 23:30:00,Pending,Manipur,Churachandpur,Churachandpur,795724,DTDC Express,Handicrafts & Organic NE Produce (Outbound),2.84,8299.07,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,15.5,N/A
DEL-NER-2026-000365,2026-08-24 15:30:00,2026-08-25 04:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791580,Delhivery,Auto Spare Parts & Industrial Tools,20.71,14929.59,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,27.7,N/A
DEL-NER-2026-000339,2026-08-24 14:30:00,2026-08-25 07:30:00,Pending,Meghalaya,West Garo Hills,Tura,793303,DTDC Express,Essential Medicines & Medical Supplies,1.83,13800.21,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,15.8,N/A
DEL-NER-2026-000253,2026-08-24 14:30:00,2026-08-25 23:30:00,Pending,Tripura,Gomati,Udaipur,799752,Delhivery,FMCG & Groceries,4.58,9648.97,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,28.8,N/A
DEL-NER-2026-000355,2026-08-24 14:30:00,2026-08-25 04:30:00,Pending,Assam,Sonitpur,Tezpur,781158,DTDC Express,E-Commerce Consumer Electronics,8.4,4309.8,Two-Wheeler / Bike Express,Delivery Attempted - Recipient Unavailable,Cash on Delivery (COD),N/A,None,18.5,N/A
DEL-NER-2026-000322,2026-08-24 14:30:00,2026-08-24 21:30:00,2026-08-24 21:30:00,Sikkim,South Sikkim,Namchi,737734,DTDC Express,Auto Spare Parts & Industrial Tools,3.6,13084.07,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,1.1,4.1
DEL-NER-2026-000181,2026-08-24 14:30:00,2026-08-25 22:30:00,Pending,Sikkim,East Sikkim,Gangtok,737536,Shadowfax,Essential Medicines & Medical Supplies,2.05,2545.94,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,23.9,N/A
DEL-NER-2026-000216,2026-08-24 14:30:00,2026-08-25 22:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781411,India Post (Speed Post),Auto Spare Parts & Industrial Tools,24.74,8170.49,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,14.7,N/A
DEL-NER-2026-000373,2026-08-24 14:30:00,2026-08-25 00:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781601,Flipkart Ekart,E-Commerce Consumer Electronics,6.18,6041.9,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,3.2,N/A
DEL-NER-2026-000124,2026-08-24 14:30:00,2026-08-24 19:30:00,2026-08-24 19:30:00,Tripura,West Tripura,Agartala,799318,Shadowfax,E-Commerce Consumer Electronics,7.33,53318.98,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,0.9,5.0
DEL-NER-2026-000146,2026-08-24 14:30:00,2026-08-25 19:30:00,Pending,Assam,Cachar,Silchar,781579,ExpressBees,Government / Official Documents,1.34,398.66,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,29.7,N/A
DEL-NER-2026-000147,2026-08-24 14:30:00,2026-08-25 15:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791431,Shadowfax,Government / Official Documents,0.95,923.76,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,19.5,N/A
DEL-NER-2026-000399,2026-08-24 14:30:00,2026-08-25 07:30:00,Pending,Assam,Jorhat,Jorhat,781884,Shadowfax,Handicrafts & Organic NE Produce (Outbound),8.96,5164.23,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,17.9,N/A
DEL-NER-2026-000397,2026-08-24 14:30:00,2026-08-25 17:30:00,Pending,Sikkim,East Sikkim,Gangtok,737955,Amazon Logistics (NER),E-Commerce Consumer Electronics,1.1,58932.62,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,22.6,N/A
DEL-NER-2026-000104,2026-08-24 14:30:00,2026-08-25 12:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791372,Flipkart Ekart,Government / Official Documents,1.01,395.01,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,30.7,N/A
DEL-NER-2026-000430,2026-08-24 14:30:00,2026-08-25 07:30:00,Pending,Meghalaya,West Garo Hills,Tura,793255,Delhivery,Handicrafts & Organic NE Produce (Outbound),11.81,19116.3,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,7.5,N/A
DEL-NER-2026-000055,2026-08-24 14:30:00,2026-08-25 05:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781400,ExpressBees,Apparel & Fashion,2.5,2538.38,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,27.5,N/A
DEL-NER-2026-000131,2026-08-24 14:30:00,2026-08-25 03:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791399,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),15.92,14497.54,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,24.9,N/A
DEL-NER-2026-000481,2026-08-24 13:30:00,2026-08-25 21:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791155,Delhivery,E-Commerce Consumer Electronics,8.2,16805.03,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,10.2,N/A
DEL-NER-2026-000178,2026-08-24 13:30:00,2026-08-25 23:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781530,DTDC Express,E-Commerce Consumer Electronics,8.15,7712.69,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,20.8,N/A
DEL-NER-2026-000034,2026-08-24 13:30:00,2026-08-24 18:30:00,2026-08-24 18:30:00,Nagaland,Dimapur,Dimapur,797803,Shadowfax,Handicrafts & Organic NE Produce (Outbound),19.32,775.89,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,11.4,3.7
DEL-NER-2026-000137,2026-08-24 13:30:00,2026-08-25 09:30:00,Pending,Mizoram,Aizawl,Aizawl,796414,India Post (Speed Post),Essential Medicines & Medical Supplies,0.27,6330.15,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,13.7,N/A
DEL-NER-2026-000120,2026-08-24 13:30:00,2026-08-25 04:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781983,India Post (Speed Post),Government / Official Documents,1.0,2752.92,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,27.1,N/A
DEL-NER-2026-000477,2026-08-24 13:30:00,2026-08-24 23:30:00,2026-08-24 23:30:00,Tripura,West Tripura,Agartala,799309,Flipkart Ekart,Essential Medicines & Medical Supplies,1.19,3535.9,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,20.8,4.4
DEL-NER-2026-000087,2026-08-24 13:30:00,2026-08-24 21:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793868,ExpressBees,Apparel & Fashion,1.12,2609.86,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,9.0,N/A
DEL-NER-2026-000074,2026-08-24 13:30:00,2026-08-25 02:30:00,Pending,Assam,Jorhat,Jorhat,781314,DTDC Express,Government / Official Documents,1.49,3466.18,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,10.2,N/A
DEL-NER-2026-000150,2026-08-24 12:30:00,2026-08-25 17:30:00,Pending,Mizoram,Lunglei,Lunglei,796325,Delhivery,Handicrafts & Organic NE Produce (Outbound),21.47,5047.78,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,15.1,N/A
DEL-NER-2026-000474,2026-08-24 12:30:00,2026-08-24 16:30:00,2026-08-24 16:30:00,Mizoram,Lunglei,Lunglei,796839,DTDC Express,Apparel & Fashion,0.33,3091.29,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,23.5,4.5
DEL-NER-2026-000301,2026-08-24 12:30:00,2026-08-25 21:30:00,Pending,Tripura,West Tripura,Agartala,799773,ExpressBees,Government / Official Documents,1.78,3820.48,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Pay on Delivery (UPI QR),N/A,Heavy Rain / Inundation,27.6,N/A
DEL-NER-2026-000159,2026-08-24 12:30:00,2026-08-25 10:30:00,Pending,Mizoram,Lunglei,Lunglei,796470,ExpressBees,FMCG & Groceries,2.31,8708.92,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,1.3,N/A
DEL-NER-2026-000067,2026-08-24 12:30:00,2026-08-25 11:30:00,Pending,Mizoram,Aizawl,Aizawl,796825,ExpressBees,Auto Spare Parts & Industrial Tools,13.47,20855.23,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,20.9,N/A
DEL-NER-2026-000395,2026-08-24 12:30:00,2026-08-25 08:30:00,Pending,Nagaland,Kohima,Kohima,797779,India Post (Speed Post),Government / Official Documents,0.66,1385.43,Electric Cargo 3-Wheeler,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,4.2,N/A
DEL-NER-2026-000266,2026-08-24 12:30:00,2026-08-25 04:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791914,India Post (Speed Post),Handicrafts & Organic NE Produce (Outbound),8.37,6706.26,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,4.0,N/A
DEL-NER-2026-000400,2026-08-24 12:30:00,2026-08-25 04:30:00,Pending,Assam,Sonitpur,Tezpur,781319,Delhivery,Handicrafts & Organic NE Produce (Outbound),23.61,15654.36,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,26.0,N/A
DEL-NER-2026-000344,2026-08-24 12:30:00,2026-08-25 16:30:00,Pending,Mizoram,Lunglei,Lunglei,796722,DTDC Express,Handicrafts & Organic NE Produce (Outbound),7.48,16364.38,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,17.9,N/A
DEL-NER-2026-000295,2026-08-24 12:30:00,2026-08-25 05:30:00,Pending,Nagaland,Kohima,Kohima,797447,Flipkart Ekart,E-Commerce Consumer Electronics,7.94,47953.03,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,1.2,N/A
DEL-NER-2026-000019,2026-08-24 12:30:00,2026-08-24 16:30:00,2026-08-24 16:30:00,Sikkim,East Sikkim,Gangtok,737104,Blue Dart / DHL,E-Commerce Consumer Electronics,8.43,8777.93,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,28.3,4.5
DEL-NER-2026-000312,2026-08-24 12:30:00,2026-08-25 23:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781875,Delhivery,Auto Spare Parts & Industrial Tools,2.49,18728.9,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,18.6,N/A
DEL-NER-2026-000026,2026-08-24 12:30:00,2026-08-25 00:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791739,Amazon Logistics (NER),Essential Medicines & Medical Supplies,2.39,8164.86,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,13.2,N/A
DEL-NER-2026-000369,2026-08-24 12:30:00,2026-08-25 13:30:00,Pending,Manipur,Imphal West,Imphal,795330,Flipkart Ekart,Auto Spare Parts & Industrial Tools,1.78,13570.57,Electric Cargo 3-Wheeler,Delivery Attempted - Recipient Unavailable,Cash on Delivery (COD),N/A,None,29.4,N/A
DEL-NER-2026-000470,2026-08-24 12:30:00,2026-08-25 05:30:00,Pending,Nagaland,Kohima,Kohima,797689,Amazon Logistics (NER),Auto Spare Parts & Industrial Tools,20.94,8453.65,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,7.2,N/A
DEL-NER-2026-000075,2026-08-24 11:30:00,2026-08-24 18:30:00,2026-08-24 18:30:00,Assam,Cachar,Silchar,781182,Delhivery,Handicrafts & Organic NE Produce (Outbound),24.01,10898.68,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,29.1,3.7
DEL-NER-2026-000368,2026-08-24 11:30:00,2026-08-24 20:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793158,ExpressBees,Auto Spare Parts & Industrial Tools,20.51,21957.52,Two-Wheeler / Bike Express,Held at Hub - Inner Line Permit / Customs Check,Prepaid (Digital/UPI),N/A,Inner Line Permit Verification,16.6,N/A
DEL-NER-2026-000331,2026-08-24 11:30:00,2026-08-24 19:30:00,Pending,Mizoram,Aizawl,Aizawl,796539,Blue Dart / DHL,FMCG & Groceries,7.17,16047.1,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,15.2,N/A
DEL-NER-2026-000095,2026-08-24 11:30:00,2026-08-25 05:30:00,Pending,Manipur,Churachandpur,Churachandpur,795255,Shadowfax,Auto Spare Parts & Industrial Tools,2.38,9949.11,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,30.3,N/A
